var,coef,stderr,tstat,pval,ci_lower,ci_upper,N,r2,N_clustervars,report_constant,sumweights,N_clust1,N_clust,r2_a_within,r2_a,r2_within,ll_0,ll,F,rmse,mss,rss,tss_within,tss,df_m,N_full,num_singletons,drop_singletons,ic,df_a_nested,df_a_redundant,df_a_initial,df_a,N_hdfe_extended,N_hdfe,df_r,rank,vce,vcetype,clustvar1,clustvar,indepvars,depvar,title3,cmdline,title2,title,marginsnotok,footnote,estat_cmd,predict,extended_absvars,absvars,dofmethod,properties,cmd,_estimates_name,y,est,x
"1b.kon",0,0,,,0,0,7336150,.0044332272,1,1,,,,.00020766183,.004428206,.0002077981,9644019,9644781,1507.9196,.064983077,137.94823,30978.936,30985.373,31116.883,1,,1,1,4,0,1,38,37,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_sjukhus","Statistics robust to heteroskedasticity","reghdfe covid_sjukhus ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_sjukhus_kon","covid_sjukhus","full_population","kon"
"2.kon",-.0018776095,.000048352194,-38.83194,0,-.001972378,-.0017828409,7336150,.0044332272,1,1,,,,.00020766183,.004428206,.0002077981,9644019,9644781,1507.9196,.064983077,137.94823,30978.936,30985.373,31116.883,1,,1,1,4,0,1,38,37,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_sjukhus","Statistics robust to heteroskedasticity","reghdfe covid_sjukhus ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_sjukhus_kon","covid_sjukhus","full_population","kon"
"_cons",.0052043865,.000037692174,138.07605,0,.0051305112,.0052782618,7336150,.0044332272,1,1,,,,.00020766183,.004428206,.0002077981,9644019,9644781,1507.9196,.064983077,137.94823,30978.936,30985.373,31116.883,1,,1,1,4,0,1,38,37,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","covid_sjukhus","Statistics robust to heteroskedasticity","reghdfe covid_sjukhus ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","covid_sjukhus_kon","covid_sjukhus","full_population","kon"
"1b.kon",0,0,,,0,0,7336150,.0077591706,1,1,,,,.00028379238,.0077541661,.00028392865,861837.38,862879,2078.1509,.21512069,2654.7798,339492.59,339589,342147.38,1,,1,1,4,0,1,38,37,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","positivt_fall","Statistics robust to heteroskedasticity","reghdfe positivt_fall ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","positivt_fall_kon","positivt_fall","full_population","kon"
"2.kon",.0072658686,.00015938557,45.586739,0,.0069534788,.0075782584,7336150,.0077591706,1,1,,,,.00028379238,.0077541661,.00028392865,861837.38,862879,2078.1509,.21512069,2654.7798,339492.59,339589,342147.38,1,,1,1,4,0,1,38,37,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","positivt_fall","Statistics robust to heteroskedasticity","reghdfe positivt_fall ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","positivt_fall_kon","positivt_fall","full_population","kon"
"_cons",.045388255,.0001089558,416.57495,0,.045174707,.045601804,7336150,.0077591706,1,1,,,,.00028379238,.0077541661,.00028392865,861837.38,862879,2078.1509,.21512069,2654.7798,339492.59,339589,342147.38,1,,1,1,4,0,1,38,37,2,2,,1,"cluster","Robust","lopnr","lopnr","2bn.kon _cons","positivt_fall","Statistics robust to heteroskedasticity","reghdfe positivt_fall ib1.kon if ar == 2020 , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","positivt_fall_kon","positivt_fall","full_population","kon"
"1b.inkomst",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"2.inkomst",-.033603672,.00021655191,-155.17606,0,-.034028105,-.033179238,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"3.inkomst",-.022627436,.00022002948,-102.8382,0,-.023058686,-.022196185,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"4.inkomst",.10682587,.00024929678,428.50882,0,.10633726,.10731447,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"0b.ar_2020",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"1.ar_2020",.022505786,.00032602547,69.030762,0,.021866787,.023144785,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"2.inkomst#1.ar_2020",-.0065668169,.00044061194,-14.903856,0,-.0074304007,-.0057032332,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"3o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"3.inkomst#1.ar_2020",-.0079294052,.00044580011,-17.786907,0,-.0088031571,-.0070556528,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"4o.inkomst#0b.ar_2020",0,0,,,0,0,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"4.inkomst#1.ar_2020",-.025790416,.00048793777,-52.855953,0,-.026746755,-.024834076,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"_cons",.18098029,.00016710006,1083.0654,0,.18065278,.18130781,35253644,.026445379,1,1,,,,.018700417,.026444163,.018700613,-17333832,-17001078,68685.914,.39192387,147094.48,5415105,5518301,5562199.5,7,,0,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","tapp_disp","Statistics robust to heteroskedasticity","reghdfe tapp_disp ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","tapp_disp_inkomst","tapp_disp","full_population","inkomst"
"1b.inkomst",0,0,,,0,0,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"2.inkomst",-.020550109,.00012053216,-170.49483,0,-.020786349,-.02031387,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"3.inkomst",-.037411623,.00011189369,-334.34973,0,-.037630931,-.037192315,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"4.inkomst",-.045464396,.00010797786,-421.05295,0,-.04567603,-.045252763,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"0b.ar_2020",0,0,,,0,0,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"1.ar_2020",.021041133,.00020656442,101.86233,0,.020636274,.021445991,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"1b.inkomst#0b.ar_2020",0,0,,,0,0,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"1b.inkomst#1o.ar_2020",0,0,,,0,0,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
"2o.inkomst#0b.ar_2020",0,0,,,0,0,35772524,.0315051,1,1,,,,.011212689,.031503908,.011212883,9849915,10051604,42040.098,.1826973,38841.574,1194024.6,1207564.9,1232866.3,7,,1,1,4,0,1,39,38,2,2,,7,"cluster","Robust","lopnr","lopnr","2bn.inkomst 3bn.inkomst 4bn.inkomst 1bn.ar_2020 2bn.inkomst#1bn.ar_2020 3bn.inkomst#1bn.ar_2020 4bn.inkomst#1bn.ar_2020 _cons","arblos","Statistics robust to heteroskedasticity","reghdfe arblos ib1.inkomst##ib0.ar_2020 if inlist(ar, 2016, 2017, 2018, 2019, 2020) , vce(cluster lopnr) absorb(region alder_kat)","Absorbing 2 HDFE groups","HDFE Linear regression","Residuals SCore","reghdfe_footnote","reghdfe_estat","reghdfe_p","region alder_kat","region alder_kat","pairwise clusters continuous","b V","reghdfe","arblos_inkomst","arblos","full_population","inkomst"
